0.0 0
0.88816 5360
2.26592 5896
2.93792 6432
3.40992 6968
3.88192 7504
4.35392 8040
4.82592 8576
5.53392 9112
5.76992 9648
6.00592 10184
6.94992 10720
7.93888 10184
8.17488 8187
9.11888 7504
10.3034 6968
10.5394 4824
12.6634 6432
12.8994 6968
13.8434 6432
14.0794 6968
14.7829 6432
15.0189 6968
15.2549 6432
16.1989 6968
16.4304 6432
17.8554 5896
18.5634 5360
21.1594 7504
21.1594 8040
22.3349 8576
22.5664 9112
24.6904 8576
24.9264 8308
25.6389 8040
25.8794 7772
26.1154 6968
27.0594 5360
27.2954 4824
28.2394 4288
29.1834 4824
30.1274 5360
30.3634 5896
35.3223 536
42.5859 1072
45.8899 1608
46.3619 2144
49.6659 2680
49.9019 3216
50.1379 3752
50.6099 4288
53.4419 4824
53.6779 5360
54.8984 4824
55.8424 4378
57.0224 3752
59.3779 4288
60.9939 4824
61.2299 5360
61.7019 5896
61.9379 6432
62.1739 6968
62.8819 7504
63.1179 8040
63.3539 8576
64.7699 9112
65.0059 9648
65.2419 10184
65.7139 10720
66.9389 10184
67.1749 7504
70.381 536
75.4304 2144
77.5544 2680
78.2219 3216
78.4579 3752
81.5259 4288
81.7619 4824
82.9419 5360
83.4139 5896
85.3019 6432
85.7739 6968
86.4819 7504
87.6619 8040
88.6464 7504
88.8824 7063
89.8264 6842
90.0669 6622
90.7794 6401
91.0154 5360
91.2514 4288
93.6114 5360
93.8474 4824
94.5509 5360
98.3179 5896
98.7539 6432
99.4619 6968
99.6979 7504
100.406 8040
100.642 8576
100.878 9112
101.114 9648
101.586 10184
102.058 10720
102.53 11256
103.71 11792
104.182 12328
104.952 10184
105.192 9799
105.428 9606
105.669 8576
106.141 8040
108.973 8576
110.14 9112
110.576 9648
110.812 10184
111.048 10720
111.284 11256
111.52 11792
111.756 12328
111.992 12864
112.228 13400
112.464 13936
112.7 14472
112.936 15008
113.172 15544
113.408 16080
113.88 16616
114.352 17152
115.104 16616
115.345 15166
115.581 14977
115.817 14252
116.053 12991
116.289 12801
116.525 11792
116.761 10720
117.233 10184
117.469 9112
118.177 8576
118.649 8040
118.885 7504
119.089 536
119.121 1608
119.357 2144
119.593 3752
119.829 4824
120.065 5360
120.301 5896
120.537 6432
120.773 6968
121.009 7504
121.245 8040
121.481 8576
121.717 9112
121.948 9648
122.18 10184
124.78 9648
125.021 8168
125.257 7964
125.493 6968
125.729 5896
126.201 5360
126.437 4824
127.381 6432
127.617 6968
127.853 6432
128.089 6968
128.325 6432
128.556 6968
128.788 6432
129.02 6968
129.02 7504
129.456 8040
129.692 8576
129.928 9112
130.164 9648
130.4 10184
130.872 10720
