0.640213 536
2.56608 1072
3.44085 1608
4.48715 2144
4.78155 2680
5.43648 3216
5.73088 3752
5.90848 4288
6.94688 4824
7.23008 5360
7.60768 5896
7.79648 6432
8.83488 6968
9.12928 7504
9.30688 8040
9.60213 8576
10.1586 1072
13.5021 1340
14.3682 1554
15.2343 1738
16.1005 1903
16.3957 2053
16.9666 2192
17.4541 2323
17.8327 2446
18.1271 2563
18.4258 2675
18.6989 2782
19.1821 2885
19.4653 2984
19.565 3080
19.8594 3173
20.237 3263
20.4146 3351
20.6311 3436
21.2807 3519
21.5639 3600
21.7527 3679
22.3191 3757
22.6023 3833
22.7911 3907
23.4519 3980
23.6407 4052
23.9239 4122
24.2183 4191
24.6791 4259
24.8679 4326
25.0567 4392
25.5399 4457
25.9063 4521
26.1895 4584
26.3783 4646
26.6727 4707
27.0503 4768
27.3223 4828
27.6055 4887
27.7943 4945
28.1831 5003
28.6551 5060
28.8327 5116
29.0215 5172
29.3047 5227
29.5991 5281
29.8823 5335
30.2487 5388
30.5319 5441
30.7207 5493
31.0151 5545
31.2983 5596
31.6759 5647
31.9479 5697
32.1367 5747
32.4199 5796
32.7031 5845
33.1863 5894
33.5639 5942
33.7415 5990
33.9303 6037
34.2135 6084
34.4023 6131
35.1687 6177
35.5351 6223
35.7239 6269
35.9127 6314
36.1959 6359
36.4903 6404
36.8679 6448
37.1511 6492
37.4231 6536
37.6119 6579
37.8007 6622
38.1783 6665
38.6503 6708
38.9447 6750
39.2279 6792
39.4055 6834
39.6999 6876
39.9831 6917
40.2551 6958
40.4439 6999
40.9159 7040
41.2935 7080
41.5879 7120
41.8599 7160
42.2375 7200
42.5319 7239
43.0893 1072
46.5799 1340
47.9959 1554
49.5063 1738
51.0167 1903
51.3111 2053
52.7159 2192
53.1047 2323
54.4151 2446
54.7095 2563
54.9927 2675
56.2087 2782
56.7863 2885
57.0695 2984
58.0023 3080
58.2967 3173
58.7687 3263
59.0519 3351
59.8903 3436
60.2791 3519
60.6455 3600
61.0343 3679
61.7783 3757
62.2615 3833
62.5335 3907
63.0167 3980
63.4775 4052
63.6663 4122
63.8551 4191
64.1495 4259
64.3437 4326
64.5325 4392
64.7213 4457
65.1197 4521
65.3085 4584
65.4973 4646
65.6861 4707
66.0802 4768
66.269 4828
66.4578 4887
66.6466 4945
66.9463 5003
67.3239 5060
67.5127 5116
67.7015 5172
67.8903 5227
68.2791 5281
68.4567 5335
68.6455 5388
68.8343 5441
69.0231 5493
69.4951 5545
69.7783 5596
69.9671 5647
70.1559 5697
70.3447 5747
70.8167 5796
71.0999 5845
71.2887 5894
71.4775 5942
71.6663 5990
72.1383 6037
72.4215 6084
72.7047 6131
72.8935 6177
73.0823 6223
73.3767 6269
73.6487 6314
73.9319 6359
74.3095 6404
74.4983 6448
74.6871 6492
75.0647 6536
75.3479 6579
75.6423 6622
75.8199 6665
76.1031 6708
76.2919 6750
76.5863 6792
76.8583 6834
77.0471 6876
77.5191 6917
77.7079 6958
77.9911 6999
78.2743 7040
78.6519 7080
78.8407 7120
79.2183 7160
79.5015 7200
79.7959 7239
79.9735 7278
80.2679 7317
80.4455 7356
80.7287 7395
81.1063 7433
81.3895 7471
81.6839 7509
81.8615 7547
82.1559 7585
82.3335 7622
82.6167 7659
82.9111 7696
83.0887 7733
83.5719 7770
83.7495 7806
84.0439 7842
84.2215 7878
84.4103 7914
84.7991 7950
84.9767 7986
85.2599 8021
85.7319 8056
86.0263 8091
86.2039 8126
86.6781 1072
91.8486 536
91.9623 1072
91.9623 1340
93.4993 1554
94.3654 1738
95.2316 1903
95.526 2053
96.0977 2192
96.4977 2323
96.9638 2446
97.2582 2563
97.4694 2675
97.83 2782
98.23 2885
98.4412 2984
98.6961 3080
98.9905 3173
99.2017 3263
99.4129 3351
99.5622 3436
99.9622 3519
100.068 3600
100.302 3679
