0.630933 536
1.40555 1072
2.27168 1608
3.13781 2144
3.43221 2680
4.00395 3216
4.20395 3752
4.59275 4288
4.87008 4824
5.05888 5360
5.24768 5896
5.71968 6432
6.09728 6968
6.28608 7504
6.47488 8040
6.66368 8576
6.95808 9112
7.32448 9648
7.71328 10184
7.98528 10720
8.17408 11256
8.36288 11792
8.64821 1072
14.7976 536
15.3351 1072
15.3351 1340
16.2935 1554
16.3879 1738
17.0674 1903
17.5485 2053
18.1159 2192
18.5202 2323
19.0765 2446
19.3597 2563
19.9426 2675
20.2258 2782
20.8199 2885
21.1863 2984
21.5751 3080
21.9415 3173
22.1303 3263
22.7079 3351
22.9799 3436
23.1687 3519
23.4631 3600
24.0295 3679
24.2071 3757
24.3959 3833
24.7847 3907
25.2455 3980
25.5287 4052
25.7175 4122
26.2007 4191
26.6615 4259
26.9447 4326
27.1335 4392
27.7111 4457
28.0775 4521
28.2663 4584
28.5495 4646
28.8439 4707
29.4103 4768
29.5879 4828
29.8711 4887
30.0599 4945
30.5431 5003
31.0039 5060
31.2871 5116
31.5703 5172
31.7591 5227
32.4311 5281
32.7975 5335
33.0807 5388
33.2695 5441
33.5527 5493
34.3191 5545
34.5911 5596
34.7799 5647
35.0631 5697
35.2519 5747
35.5463 5796
36.3015 5845
36.4791 5894
36.7623 5942
37.0455 5990
37.2343 6037
38.0839 6084
38.3671 6131
38.7559 6177
38.9335 6223
39.2167 6269
39.6887 6314
39.9719 6359
40.3607 6404
40.6327 6448
40.9271 6492
41.1047 6536
41.5767 6579
41.8711 6622
42.0487 6665
42.5207 6708
42.8151 6750
42.9927 6792
43.4647 6834
43.7591 6876
44.0311 6917
44.4087 6958
44.7031 6999
44.9751 7040
45.2695 7080
45.4471 7120
45.6359 7160
45.8247 7200
46.0135 7239
46.2023 7278
46.3911 7317
46.7687 7356
46.9575 7395
47.1463 7433
47.3351 7471
47.5239 7509
47.7127 7547
48.0071 7585
48.1847 7622
48.3735 7659
48.5623 7696
48.7511 7733
48.9399 7770
49.1287 7806
49.4119 7842
49.6951 7878
49.8839 7914
50.0727 7950
50.2615 7986
50.4503 8021
50.6391 8056
50.8279 8091
51.2999 8126
51.4887 8161
51.6775 8196
51.8663 8231
52.0551 8265
52.2439 8299
52.4327 8333
52.7271 8367
52.9991 8401
53.1879 8435
53.3767 8469
53.5655 8502
53.7543 8535
53.9431 8568
54.1319 8601
54.5207 8634
54.6983 8667
54.9815 8700
55.1703 8733
55.3591 8765
55.5479 8797
55.7367 8829
55.9255 8861
56.2199 8893
56.3975 8925
56.6807 8957
56.9639 8989
57.1527 9020
57.3415 9051
57.5303 9082
57.7191 9113
58.0135 9144
58.2855 9175
58.4743 9206
58.7575 9237
59.0407 9268
59.2295 9298
59.4183 9328
59.6071 9358
59.9015 9388
60.1735 9418
60.3623 9448
60.6567 9478
60.9287 9508
61.1197 9538
61.3085 1072
65.1309 1340
65.9805 1554
66.1858 1738
66.955 1903
67.1351 2053
68.1735 2192
68.4679 2323
69.2119 2446
69.5063 2563
69.7895 2675
70.5335 2782
70.9223 2885
71.2055 2984
71.8551 3080
72.1495 3173
72.4327 3263
72.7159 3351
73.3655 3436
73.7543 3519
74.0263 3600
74.4151 3679
74.9703 3757
75.4535 3833
75.6311 3907
76.1143 3980
76.5751 4052
76.8695 4122
77.2359 4191
77.6247 4259
78.0023 4326
78.3687 4392
78.7575 4457
79.0295 4521
79.5127 4584
79.7847 4646
80.2567 4707
80.7399 4768
80.9175 4828
81.4951 4887
81.6727 4945
82.1447 5003
82.7223 5060
82.8999 5116
83.2775 5172
83.5607 5227
84.0327 5281
84.6935 5335
84.9879 5388
85.2711 5441
85.4487 5493
85.7431 5545
86.0151 5596
86.5815 5647
86.9703 5697
87.1479 5747
87.4423 5796
87.7143 5845
88.1863 5894
88.4695 5942
88.9415 5990
89.1303 6037
89.3191 6084
89.5079 6131
89.6967 6177
89.9799 6223
90.1687 6269
90.3575 6314
90.5463 6359
90.7351 6404
91.0183 6448
91.2071 6492
91.3959 6536
91.5847 6579
91.7735 6622
92.0679 6665
92.2455 6708
92.4343 6750
92.6231 6792
92.8119 6834
93.0007 6876
93.104 6917
